id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4942560244272423,NhRbyhVs3,5615348097,美丽兔宝-,【#酱香拿铁首日销量超542万杯#】#酱香拿铁首日销售额超1亿#9月4日，贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，引发广泛关注。据瑞幸咖啡官方微博9月5日消息，酱香拿铁单品首日销量突破542万杯，单品首日销售额突破1亿元。据中国证券报报道，记者在北京西单一家瑞幸咖啡门店了解到，开售仅不到四个小时，这家门店已卖出超500杯“酱香拿铁”，当日订单取餐已经排到两小时后。（每日经济新闻）O酱香拿铁首日销量超542万杯,,,,"酱香拿铁首日销量超542万杯,酱香拿铁首日销售额超1亿",0,0,0,2023-09-05 10:40,微博 weibo.com,,,,河南
4942560244796103,NhRbyk7Gv,2492849277,麦穗Video,【#酱香拿铁首日销量超542万杯#】#酱香拿铁首日销售额超1亿#9月4日，贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，引发广泛关注。据瑞幸咖啡官方微博9月5日消息，酱香拿铁单品首日销量突破542万杯，单品首日销售额突破1亿元。据中国证券报报道，记者在北京西单一家瑞幸咖啡门店了解到，开售仅不到四个小时，这家门店已卖出超500杯“酱香拿铁”，当日订单取餐已经排到两小时后。（每日经济新闻）O酱香拿铁首日销量超542万杯,,,,"酱香拿铁首日销量超542万杯,酱香拿铁首日销售额超1亿",0,0,0,2023-09-05 10:40,微博 weibo.com,,,,
4942560244796746,NhRbyk7QS,7192225377,双面星球,【#酱香拿铁首日销量超542万杯#】#酱香拿铁首日销售额超1亿#9月4日，贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，引发广泛关注。据瑞幸咖啡官方微博9月5日消息，酱香拿铁单品首日销量突破542万杯，单品首日销售额突破1亿元。据中国证券报报道，记者在北京西单一家瑞幸咖啡门店了解到，开售仅不到四个小时，这家门店已卖出超500杯“酱香拿铁”，当日订单取餐已经排到两小时后。（每日经济新闻）O酱香拿铁首日销量超542万杯,,,,"酱香拿铁首日销量超542万杯,酱香拿铁首日销售额超1亿",0,0,0,2023-09-05 10:40,微博 weibo.com,,,,
4942560244009603,NhRbygP51,6373459851,麦穗视频快快看,【#酱香拿铁首日销量超542万杯#】#酱香拿铁首日销售额超1亿#9月4日，贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，引发广泛关注。据瑞幸咖啡官方微博9月5日消息，酱香拿铁单品首日销量突破542万杯，单品首日销售额突破1亿元。据中国证券报报道，记者在北京西单一家瑞幸咖啡门店了解到，开售仅不到四个小时，这家门店已卖出超500杯“酱香拿铁”，当日订单取餐已经排到两小时后。（每日经济新闻）O酱香拿铁首日销量超542万杯,,,,"酱香拿铁首日销量超542万杯,酱香拿铁首日销售额超1亿",0,0,0,2023-09-05 10:40,微博 weibo.com,,,,
4942560063914402,NhRbggqjw,1887344341,观察者网,【#商家擅自制售茅台咖啡被罚##商家自制茅台咖啡售价128元#】#在咖啡中擅自添加茅台售卖是侵权行为#昨日，茅台与瑞幸联名的“酱香拿铁”开卖，引发广泛关注。茅台工作人员称，如咖啡店擅自在饮品中添加茅台售卖，是侵权行为。天眼查App显示，曾有商家因自制“茅台咖啡”被处罚。其中，无锡市心甜化妆品经营部在未取得商标授权的情况下自制“茅台咖啡”销售，并在店内设置“专属特调茅台咖啡53°¥128”“咖啡天花板玖号53°飞天茅咖”等宣传牌，在抖音、小红书等软件上进行宣传，当事人因无法提供食品经营许可证及茅台公司的相关授权，被无锡市梁溪区市场监督管理局罚没7万余元。锡山区东港米阑西餐厅因在其经营场所吧台货架和储物柜内存有“茅台拿铁”咖啡杯，外包装上标有“茅台拿铁”及图标，但无法提供相关商标授权，被无锡市锡山区市场监督管理局罚款500元。,,,,"商家擅自制售茅台咖啡被罚,商家自制茅台咖啡售价128元,在咖啡中擅自添加茅台售卖是侵权行为",16,93,295,2023-09-05 10:40,微博网页版,"['https://wx2.sinaimg.cn/large/707e96d5gy1hhliahkhkpj213d0kbwoh.jpg', 'https://wx1.sinaimg.cn/large/707e96d5gy1hhliahl3p9j213a0dk0zy.jpg', 'https://wx3.sinaimg.cn/large/707e96d5gy1hhliahrp6vj20gg0dtdo6.jpg', 'https://wx4.sinaimg.cn/large/707e96d5gy1hhliahl026j20vq0hadsf.jpg', 'https://wx4.sinaimg.cn/large/707e96d5gy1hhliahjmbxj20wk0fuqdy.jpg']",,,
4942560026690857,NhRbcs4B3,1497087080,羊城晚报,【知情人士：#茅台巧克力即将上线#】贵州茅台联名推出的“瑞幸酱香拿铁”引发热议，#分析师称酱香拿铁利润很大#。今年茅台冰淇淋一周年庆活动上，茅台集团董事长丁雄军曾表示，贵州茅台将加大研发酒心巧克力、含酒饮品、棒支、软冰等产品，建立不同类型、不同价位、特色显著的产品矩阵。除了冰品和咖啡，据知情人士透露，茅台巧克力也即将上线了。以此推测，未来茅台冰淇淋（咖啡、巧克力等等）或以统一的阵容成为茅台一个业务分支。该分支也将根据受众的不同，区分为不同的价格带和不同的产品，以此为抓手，触达年轻消费者。你觉得#年轻人会喜欢上茅台吗#？（证券时报、梨视频）L梨视频的微博视频,,,,"茅台巧克力即将上线,分析师称酱香拿铁利润很大,年轻人会喜欢上茅台吗",5,4,2,2023-09-05 10:40,微博视频号,,"http://f.video.weibocdn.com/o0/b3uiJtrilx088kHzNYs0010412003Go60E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709313797&ssig=f2Y1CIlzUN&KID=unistore,video",,
4942560020661419,NhRbc2M43,1960785875,今晚报,【继酱香拿铁后，茅台又要“上新”了，#茅台巧克力安排上了#】贵州茅台联名推出的“瑞幸酱香拿铁”引发热议。今年茅台冰淇淋一周年庆活动上，贵州茅台董事长丁雄军宣布将跨界巧克力、含酒饮品等，再度引发热议。从66元的茅台冰淇淋到近期29元/支的冰淇淋新品“小巧支”，以及一系列的茅台文创产品，即将上市的联名款咖啡、茅台巧克力，茅台贴近年轻消费群体的姿态十分明显。餐饮分析师、凌雁咨询首席咨询师林岳表示，茅台跨界是一种有益的尝试，这对避免品牌老化、产品线单一有很重要的意义，跨界本身话题感十足，会给品牌注入生命力，除了吸引不同的消费群体以外，品牌的消费群体结构、年龄、喜好也得以重组。#茅台巧克力即将上线#,,,,"茅台巧克力安排上了,茅台巧克力即将上线",0,0,2,2023-09-05 10:40,微博网页版,['https://wx4.sinaimg.cn/large/0028HfYDly1hhlhwmlv89j60g5071n0n02.jpg'],,,
4942559836899977,NhRaTsWZX,2377587254,中国网财经,【茅台工作人员：#在咖啡中擅自添加茅台售卖是侵权行为#】#喝208杯酱香拿铁相当于买下茅台一股#9月4日，贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，引发广泛关注。茅台工作人员告诉记者，这是茅台与咖啡品牌的第一次联名合作。但实际上，市场上早已出现了茅台咖啡。茅台工作人员告诉记者，咖啡店擅自在饮品中添加茅台售卖，即便不以此作为卖点宣传，实际上也是侵权行为。#茅台巧克力即将上线#L中国网财经的微博视频,,,,"在咖啡中擅自添加茅台售卖是侵权行为,喝208杯酱香拿铁相当于买下茅台一股,茅台巧克力即将上线",0,0,0,2023-09-05 10:39,微博视频号,,"http://f.video.weibocdn.com/o0/IlRNlqXslx088mm1Dm0001041200457F0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709314002&ssig=F%2BFIfb%2FQvd&KID=unistore,video",,
4942559828774865,NhRaSAOK5,3849641305,邪恶黑云,#瑞幸真茅台#怎么评价瑞幸茅台联名酱香拿铁盯上了我等穷人的钱包,,,,瑞幸 真茅台,0,0,1,2023-09-05 10:39,nova 9 精彩由我摄定,['https://wx4.sinaimg.cn/large/e574dd59gy1hhli94ozuij20u01cfao8.jpg'],,,江西
4942559752224935,NhRaL9kO3,5327594470,L雅丽_,家人们不要盲目跟风啊，一点都不好喝[Emm]#瑞幸回应喝茅台联名咖啡能否开车#,,,,瑞幸回应喝茅台联名咖啡能否开车,0,11,0,2023-09-05 10:38,iPhone 14 Pro Max,['https://wx3.sinaimg.cn/large/005Oy2H4gy1hhli9bdp59j33402c0u0x.jpg'],,,广东
4942559652086789,NhRaB8KRT,1765799707,迎风听海数星星,新浪财经全球市场7*24小时直播【商家擅自制售茅台咖啡被罚】昨日，茅台与瑞幸联名的“酱香拿铁”开卖，引发广泛关注。茅台工作人员称，如咖啡店擅自在饮品中添加茅台售卖，是侵权行为。天眼查App显示，曾有商家因自制“茅台咖啡”被处罚。其中，无锡市心甜化妆品经营部在未取得商标授权的情况下自制“茅台咖啡”销售，并在店内设置“专属特调茅台咖啡53°¥128”“咖啡天花板玖号53°飞天茅咖”等宣传牌，在抖音、小红书等软件上进行宣传，当事人因无法提供食品经营许可证及茅台公司的相关授权，被无锡市梁溪区市场监督管理局罚没7万余元。锡山区东港米阑西餐厅因在其经营场所吧台货架和储物柜内存有“茅台拿铁”咖啡杯，外包装上标有“茅台拿铁”及图标，但无法提供相关商标授权，被无锡市锡山区市场监督管理局罚款500元。,,,,,0,0,0,2023-09-05 10:38,新浪财经,['https://wx2.sinaimg.cn/large/693ff71bly8hhli8wrh15j213d0kbq6y.jpg'],,,北京
4942559539888484,NhRapFurG,1876265021,BRTV新闻,【知情人士：#茅台巧克力即将上线#】贵州茅台联名推出的“瑞幸酱香拿铁”引发热议，#分析师称酱香拿铁利润很大#。今年茅台冰淇淋一周年庆活动上，茅台集团董事长丁雄军曾表示，贵州茅台将加大研发酒心巧克力、含酒饮品、棒支、软冰等产品，建立不同类型、不同价位、特色显著的产品矩阵。除了冰品和咖啡，据知情人士透露，茅台巧克力也即将上线了。以此推测，未来茅台冰淇淋（咖啡、巧克力等等）或以统一的阵容成为茅台一个业务分支。该分支也将根据受众的不同，区分为不同的价格带和不同的产品，以此为抓手，触达年轻消费者。你觉得#年轻人会喜欢上茅台吗#？（证券时报）L梨视频的微博视频,,,,"茅台巧克力即将上线,分析师称酱香拿铁利润很大,年轻人会喜欢上茅台吗",1,0,1,2023-09-05 10:38,微博视频号,,"http://f.video.weibocdn.com/o0/b3uiJtrilx088kHzNYs0010412003Go60E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709314002&ssig=myC61%2Bf1SB&KID=unistore,video",,
4942559450761448,NhRah3c5q,5601972826,今瓜州,【知情人士：#茅台巧克力即将上线#】贵州茅台联名推出的“瑞幸酱香拿铁”引发热议，#分析师称酱香拿铁利润很大#。今年茅台冰淇淋一周年庆活动上，茅台集团董事长丁雄军曾表示，贵州茅台将加大研发酒心巧克力、含酒饮品、棒支、软冰等产品，建立不同类型、不同价位、特色显著的产品矩阵。除了冰品和咖啡，据知情人士透露，茅台巧克力也即将上线了。以此推测，未来茅台冰淇淋（咖啡、巧克力等等）或以统一的阵容成为茅台一个业务分支。该分支也将根据受众的不同，区分为不同的价格带和不同的产品，以此为抓手，触达年轻消费者。你觉得#年轻人会喜欢上茅台吗#？（证券时报）L梨视频的微博视频,,,,"茅台巧克力即将上线,分析师称酱香拿铁利润很大,年轻人会喜欢上茅台吗",0,0,0,2023-09-05 10:37,iPhone客户端,,"http://f.video.weibocdn.com/o0/b3uiJtrilx088kHzNYs0010412003Go60E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709314002&ssig=myC61%2Bf1SB&KID=unistore,video",,
4942559417729153,NhRadwqHL,5274559244,哎府家,前有劳斯莱斯联名某污点网红被王思聪实名差评，后有茅台联名瑞幸咖啡，以后不喝茅台的有谁？#瑞幸联名贵州茅台#,,,,瑞幸联名贵州茅台,0,0,0,2023-09-05 10:37,Note 9,"['https://wx1.sinaimg.cn/large/005KXvOcgy1hhli7iwax4j30u00u046w.jpg', 'https://wx3.sinaimg.cn/large/005KXvOcgy1hhli7ji4npj30u01fu140.jpg', 'https://wx2.sinaimg.cn/large/005KXvOcgy1hhli7k5uv9j30u0140qei.jpg', 'https://wx1.sinaimg.cn/large/005KXvOcgy1hhli7l2jqcj32dc23dx4d.jpg', 'https://wx3.sinaimg.cn/large/005KXvOcgy1hhli7lds9lj30fa0780tx.jpg', 'https://wx4.sinaimg.cn/large/005KXvOcgy1hhli7lq4szj30t70t7mym.jpg']",,,广西
4942559414062774,NhRadh2UC,5941560668,云起时赴你,#瑞幸联名贵州茅台#来咯～（发过了再发一次）@luckincoffee瑞幸咖啡,,,luckincoffee瑞幸咖啡,瑞幸联名贵州茅台,0,4,15,2023-09-05 10:37,废话小天才,['https://wx3.sinaimg.cn/large/006u6blGgy1hhli7nq8dhj32ap2ap1kz.jpg'],,,福建
4942559379195144,NhRa9CA4M,5449334139,麦穗视频,【#酱香拿铁首日销量超542万杯#】#酱香拿铁首日销售额超1亿#9月4日，贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，引发广泛关注。据瑞幸咖啡官方微博9月5日消息，酱香拿铁单品首日销量突破542万杯，单品首日销售额突破1亿元。据中国证券报报道，记者在北京西单一家瑞幸咖啡门店了解到，开售仅不到四个小时，这家门店已卖出超500杯“酱香拿铁”，当日订单取餐已经排到两小时后。#在咖啡中擅自添加茅台售卖是侵权行为#（每日经济新闻）O酱香拿铁首日销量超542万杯,,,,"酱香拿铁首日销量超542万杯,酱香拿铁首日销售额超1亿,在咖啡中擅自添加茅台售卖是侵权行为",0,0,1,2023-09-05 10:37,微博 weibo.com,,,,
4942559305008881,NhRa2l12p,6775696542,小怪兽理念,可以说中国有全世界最好的消费者。茅台瑞幸联名可以引爆酱香咖啡，而这两个都是国内品牌，国人对国产的热情丝毫未减。华为推出Ma­te60pro，技术突破，订阅量达到近两千万级别，一款手机带来几千亿市场容量，简直爆炸。这么好的消费者，这么好的消费市场，如果一个公司在国内做不起来，做不强大，只能说是公司本身的问题。贵州茅台sh600519美的集团sz000333中国平安sh601318,,,,,20,6,344,2023-09-05 10:37,iPhone客户端,['https://wx1.sinaimg.cn/large/007oy8c6gy1hhlhhew45mj30f50bzdh1.jpg'],,,湖南
4942559199366709,NhR9RDiHX,5822859358,胖头爱吃鱼yu,#茅台巧克力即将上线#瑞幸联名喝了感觉就是吃了巧克力糖的酒心,,,,茅台巧克力即将上线,0,0,0,2023-09-05 10:36,iPhone客户端,['https://wx2.sinaimg.cn/large/006m47Iqgy1hhli71pnphj33401r0npe.jpg'],,,广东
4942559199101827,NhR9RCbNF,7344728679,新政传媒,@国媒法治@红星新闻@北京青年报@财经网科技【#茅台巧克力即将上线#】贵州茅台联名推出的“瑞幸酱香拿铁”引发热议，#分析师称酱香拿铁利润很大#。今年茅台冰淇淋一周年庆活动上，茅台集团董事长丁雄军曾表示，贵州茅台将加大研发酒心巧克力、含酒饮品、棒支、软冰等产品，建立不同类型、不同价位、特色显著的产品矩阵。除了冰品和咖啡，据知情人士透露，茅台巧克力也即将上线了。以此推测，未来茅台冰淇淋（咖啡、巧克力等等）或以统一的阵容成为茅台一个业务分支。该分支也将根据受众的不同，区分为不同的价格带和不同的产品，以此为抓手，触达年轻消费者。你觉得#年轻人会喜欢上茅台吗#？【#一瓶茅台可做250杯酱香拿铁#】#19元的酱香拿铁亏本吗#贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，并引发网友热议。有媒体报道称，酱香拿铁的酒精浓度在0.2度到0.3度之间。按照这一比例，一杯咖啡480毫升的容量粗略计算，每杯约含1.8至2.7毫升茅台酒。一瓶飞天茅台酒为500毫升，可做250杯奶茶，若按照飞天茅台酒3000元/瓶的市场价格来测算，一杯咖啡所需的茅台酒成本为12元，若按照969元/瓶的出厂价计算，一杯咖啡所需的茅台酒成本则为3.876元，酱香拿铁的成本可能在8至9元，目前，酱香拿铁19元/杯是优惠后的价格，官方定价为38元。（财经网科技）#茅台巧克力即将上线#L财经网科技的微博视频,,,"国媒法治,红星新闻,北京青年报,财经网科技","茅台巧克力即将上线,分析师称酱香拿铁利润很大,年轻人会喜欢上茅台吗,一瓶茅台可做250杯酱香拿铁,19元的酱香拿铁亏本吗",0,0,2,2023-09-05 10:36,微博视频号,,"http://f.video.weibocdn.com/o0/JgwxN0fFlx088mgc8pIY010412009jBM0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709314211&ssig=AvjDgyVB9d&KID=unistore,video",,山西
4942559196220989,NhR9Rq6mx,1224404892,猫饵料-CYN,小帅哥告诉我2点以后取餐#茅台瑞幸酱香拿铁#要不要这样啊L猫饵料-CYN的微博视频,,,,茅台瑞幸酱香拿铁,0,0,0,2023-09-05 10:36,iPhone客户端,,"http://f.video.weibocdn.com/o0/TKs17Ndblx088mlPq8N2010412005U6L0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709314211&ssig=UEuXH46Nny&KID=unistore,video",,北京
4942559162139146,NhR9O8Yum,1642512402,中国新闻周刊,【#酱香拿铁为啥火了#】近日，瑞幸和茅台联名的“酱香拿铁”咖啡火了，在各大社交平台、朋友圈纷纷刷屏。据瑞幸咖啡介绍，“酱香拿铁”使用白酒风味厚奶，含53度贵州茅台酒，但该饮品的酒精度低于0.5%。年轻人不是不爱喝白酒吗？为啥“酱香拿铁”却火了？#酱香拿铁一日销售542万杯#对此，有网友认为，品牌营销功不可没，掀起了一股跟风热潮；也有网友表示，此类联名一般是让消费者花小钱买大牌，让人觉得“赚了”，甚至有人算出来喝一杯酱香拿铁或赚9元；还有网友觉得，把白酒这个年轻人不常接触的品类，融入年轻人喜欢的咖啡品类，这种创意的结合，让人有尝新的意愿，有知情人士透露#茅台巧克力即将上线#。你认为，酱香拿铁为啥火了？#酱香拿铁为啥火了#,,,,"酱香拿铁为啥火了,酱香拿铁一日销售542万杯,茅台巧克力即将上线",2,19,779,2023-09-05 10:36,,,,,
4942559136451534,NhR9Lr4l0,2291471981,济宁新闻网,【知情人士：#茅台巧克力即将上线#】#分析师称酱香拿铁利润很大#今年茅台冰淇淋一周年庆活动上，茅台集团董事长丁雄军曾表示，贵州茅台将加大研发酒心巧克力、含酒饮品、棒支、软冰等产品，建立不同类型、不同价位、特色显著的产品矩阵。除了冰品和咖啡，据知情人士透露，茅台巧克力也即将上线了。以此推测，未来茅台冰淇淋（咖啡、巧克力等等）或以统一的阵容成为茅台一个业务分支。该分支也将根据受众的不同，区分为不同的价格带和不同的产品，以此为抓手，触达年轻消费者。L梨视频的微博视频,,,,"茅台巧克力即将上线,分析师称酱香拿铁利润很大",8,4,8,2023-09-05 10:36,微博视频号,,"http://f.video.weibocdn.com/o0/b3uiJtrilx088kHzNYs0010412003Go60E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709314211&ssig=9sZ%2BfpLZif&KID=unistore,video",,
4942559131732859,NhR9L7gNl,3703679100,今日张店,【茅台+瑞幸，两个“卷王”卷向何方？】#酱香拿铁##喝一杯酱香拿铁或赚9元#今天，你的朋友圈是不是被酱香拿铁刷屏了？不管好不好喝，这波营销太成功了。两个“卷王”强强联合，到底卷向何方？一个卷向了年轻人。茅台是高端白酒市场的顶流，上半年营业收入696亿元，同比增长21%。但是，茅台与年轻人的消费习惯一直有些脱节。这次跨界合作，是茅台打开年轻消费市场的一次尝试，是推动茅台品牌年轻化、时尚化的重要抓手。茅台的半年报也提到，年轻群体的个性需求，消费场景的拓展丰富，品质文化的更高追求，将驱动酒企加速转型升级。另一个卷向了高端。白酒市场卷，咖啡市场更卷。8块8的库迪，9块9的瑞幸，价格厮杀愈演愈烈。二季度，瑞幸咖啡营收62亿元，同比增长88%，已经全面碾压星巴克。冲到第一的瑞幸，这一次卷向了高端。与茅台的合作，有助于其提升它在咖啡行业的综合实力与品牌调性，稳固第一宝座。从这次合作也可以看出，瑞幸能走到今天，靠的不是把海外咖啡文化照搬到国内，而是开拓出了更有本土化色彩的路线，找到了更精准、更有新意的打法。不得不说，这波营销衍生出了很多话题，例如，里面真有酒精吗，喝完能开车吗，好喝还是难喝？有话题就有流量，有流量就有销量。茅台和瑞幸的联名，确实短时间可以抓眼球。但是，光有噱头是不行的，还是要回归产品本身。长期来看，还是要靠产品本身的竞争力，来真正赢得消费者的认可，才能真正做到一杯接一杯。（来源：大众日报客户端）L大众日报的微博视频,,,,"酱香拿铁,喝一杯酱香拿铁或赚9元",0,0,1,2023-09-05 10:36,iPhone客户端,,"http://f.video.weibocdn.com/o0/w1s6A9BUlx088mjLREV201041200Az0f0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709314211&ssig=RSwZjG4hjK&KID=unistore,video",,
4942559118889494,NhR9JBiyW,5399140185,奎文发布,#酱香拿铁一日销售542万杯#【茅台工作人员：#在咖啡中擅自添加茅台售卖是侵权行为#】9月4日，贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，引发广泛关注。茅台工作人员告诉记者，这是茅台与咖啡品牌的第一次联名合作。但实际上，市场上早已出现了茅台咖啡。以贵阳的某家咖啡店为例，某款添加茅台酒的浓缩咖啡马提尼饮品为其招牌产品之一。这款产品大约120ml，其中添加了15ml43度飞天茅台，售价198元。此外，也可以选择添加53度飞天茅台，售价388元。茅台工作人员告诉记者，咖啡店擅自在饮品中添加茅台售卖，即便不以此作为卖点宣传，实际上也是侵权行为。,,,,"酱香拿铁一日销售542万杯,在咖啡中擅自添加茅台售卖是侵权行为",4,7,7,2023-09-05 10:36,微博网页版,,,,
4942559355605068,NhRa7nw8k,3212590852,山亭发布,【茅台+瑞幸，两个“卷王”卷向何方？】#酱香拿铁##喝一杯酱香拿铁或赚9元#今天，你的朋友圈是不是被酱香拿铁刷屏了？不管好不好喝，这波营销太成功了。两个“卷王”强强联合，到底卷向何方？一个卷向了年轻人。茅台是高端白酒市场的顶流，上半年营业收入696亿元，同比增长21%。但是，茅台与年轻人的消费习惯一直有些脱节。这次跨界合作，是茅台打开年轻消费市场的一次尝试，是推动茅台品牌年轻化、时尚化的重要抓手。茅台的半年报也提到，年轻群体的个性需求，消费场景的拓展丰富，品质文化的更高追求，将驱动酒企加速转型升级。另一个卷向了高端。白酒市场卷，咖啡市场更卷。8块8的库迪，9块9的瑞幸，价格厮杀愈演愈烈。二季度，瑞幸咖啡营收62亿元，同比增长88%，已经全面碾压星巴克。冲到第一的瑞幸，这一次卷向了高端。与茅台的合作，有助于其提升它在咖啡行业的综合实力与品牌调性，稳固第一宝座。从这次合作也可以看出，瑞幸能走到今天，靠的不是把海外咖啡文化照搬到国内，而是开拓出了更有本土化色彩的路线，找到了更精准、更有新意的打法。不得不说，这波营销衍生出了很多话题，例如，里面真有酒精吗，喝完能开车吗，好喝还是难喝？有话题就有流量，有流量就有销量。茅台和瑞幸的联名，确实短时间可以抓眼球。但是，光有噱头是不行的，还是要回归产品本身。长期来看，还是要靠产品本身的竞争力，来真正赢得消费者的认可，才能真正做到一杯接一杯。（大众日报客户端记者王新蕾徐佳）L大众日报的微博视频,,,,"酱香拿铁,喝一杯酱香拿铁或赚9元",9,14,25,2023-09-05 10:37,微博视频号,,"http://f.video.weibocdn.com/o0/w1s6A9BUlx088mjLREV201041200Az0f0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709314286&ssig=%2FucNmTJCuP&KID=unistore,video",,
4942559095556179,NhR9HnjpN,7344728679,新政传媒,【#茅台巧克力即将上线#】贵州茅台联名推出的“瑞幸酱香拿铁”引发热议，#分析师称酱香拿铁利润很大#。今年茅台冰淇淋一周年庆活动上，茅台集团董事长丁雄军曾表示，贵州茅台将加大研发酒心巧克力、含酒饮品、棒支、软冰等产品，建立不同类型、不同价位、特色显著的产品矩阵。除了冰品和咖啡，据知情人士透露，茅台巧克力也即将上线了。以此推测，未来茅台冰淇淋（咖啡、巧克力等等）或以统一的阵容成为茅台一个业务分支。该分支也将根据受众的不同，区分为不同的价格带和不同的产品，以此为抓手，触达年轻消费者。你觉得#年轻人会喜欢上茅台吗#？【#一瓶茅台可做250杯酱香拿铁#】#19元的酱香拿铁亏本吗#贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，并引发网友热议。有媒体报道称，酱香拿铁的酒精浓度在0.2度到0.3度之间。按照这一比例，一杯咖啡480毫升的容量粗略计算，每杯约含1.8至2.7毫升茅台酒。一瓶飞天茅台酒为500毫升，可做250杯奶茶，若按照飞天茅台酒3000元/瓶的市场价格来测算，一杯咖啡所需的茅台酒成本为12元，若按照969元/瓶的出厂价计算，一杯咖啡所需的茅台酒成本则为3.876元，酱香拿铁的成本可能在8至9元，目前，酱香拿铁19元/杯是优惠后的价格，官方定价为38元。（财经网科技）#茅台巧克力即将上线#L财经网科技的微博视频,,,,"茅台巧克力即将上线,分析师称酱香拿铁利润很大,年轻人会喜欢上茅台吗,一瓶茅台可做250杯酱香拿铁,19元的酱香拿铁亏本吗",0,0,2,2023-09-05 10:36,微博视频号,,"http://f.video.weibocdn.com/o0/JgwxN0fFlx088mgc8pIY010412009jBM0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709314417&ssig=husbkfBcYf&KID=unistore,video",,山西
4942559064889639,NhR9Ekw19,1906151120,成都金牛公安,【#实测喝茅台咖啡后体内酒精含量#交警：数值为0但不建议喝完驾车】#交警不建议喝茅台咖啡后驾车#9月4日，江苏南京，“酱香咖啡”上线引追捧，记者联合交警部门进行了现场测验，喝“酱香咖啡”后进行吹气酒精检测，数值为零。交警表示，每个人的体质和酒精代谢能力不同，不建议大家喝完驾车。L荔枝新闻的微博视频#瑞幸回应喝茅台联名咖啡能否开车#,,,,"实测喝茅台咖啡后体内酒精含量,交警不建议喝茅台咖啡后驾车,瑞幸回应喝茅台联名咖啡能否开车",0,0,1,2023-09-05 10:36,iPhone客户端,,"http://f.video.weibocdn.com/o0/xjAkGJ2Tlx088lcgpCKQ010412006Mk90E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709314417&ssig=MffB5IPRM4&KID=unistore,video",,
4942559057543871,NhR9DvEvl,7831513595,TK阿哈,追赶潮流的路上怎么能缺少我呢#茅台瑞幸酱香拿铁##瑞幸回应喝茅台联名咖啡能否开车##瑞幸真茅台#,,,,"茅台瑞幸酱香拿铁,瑞幸回应喝茅台联名咖啡能否开车,瑞幸 真茅台",0,2,1,2023-09-05 10:36,iPhone客户端,"['https://wx3.sinaimg.cn/large/008y0erply1hhli5m8j6qj32c0340kjm.jpg', 'https://wx4.sinaimg.cn/large/008y0erply1hhli5ozijuj32062o8hdv.jpg']",,,山东
4942558930668881,NhR9r2O0p,1850769990,元素论道,你买了几杯？？？#酱香拿铁一日销售542万杯#🏆刷新单品纪录🏆【酱香拿铁】🏅单品首日销量突破542万杯🏅单品首日销售额突破1亿元#瑞幸酱香拿铁##瑞幸联名贵州茅台#,,,,"酱香拿铁一日销售542万杯,瑞幸酱香拿铁,瑞幸联名贵州茅台",0,0,2,2023-09-05 10:35,微博轻享版,['https://wx2.sinaimg.cn/large/6e508246gy1hhli5xo74dj20v91jktvi.jpg'],,,重庆
